id,guid,mid,mod,usn,tags,flds,sfld,csum,flags,data
1244305771625,o8G>(wxKkV,1342696092615,1342696094,8, Basic ,あっ！雨が降ってきた！|Gee! It's started to rain!|あっ！ 雨[あめ]が 降[ふ]ってきた！,あっ！雨が降ってきた！,3092653920,0,
1244305829765,kjwI;Z+*V@,1342696092615,1342696094,8, Basic ,僕は泳いだがスミスさんは泳がなかった。|I swam but Mr. Smith didn't.|僕[ぼく]は 泳[およ]いだがスミスさんは 泳[およ]がなかった。,僕は泳いだがスミスさんは泳がなかった。,641731574,0,
1244305915703,hcS@e75qQX,1342696092615,1342696094,8, Basic ,吉田さんは東京に行って鈴木さんに会った。|Mr. Yoshida went to Tokyo and met Mr. Suzuki.|吉田[よしだ]さんは 東京[とうきょう]に 行[い]って 鈴木[すずき]さんに 会[あ]った。,吉田さんは東京に行って鈴木さんに会った。,3203969231,0,
1244359173078,q5yp/QV>a|,1342696092615,1342696094,8, Basic ,"ジョンは来たが、ビルは来なかった。|John came here, but Bill didn't.|ジョンは 来[き]たが、ビルは 来[こ]なかった。",ジョンは来たが、ビルは来なかった。,1989884752,0,
1244359221140,g_`ks-:_DV,1342696092615,1342696094,8, Basic ,"走っていますが、ちっともやせません。|I'm running, but I haven't lost any weight at all.|走[はし]っていますが、ちっともやせません。",走っていますが、ちっともやせません。,2090223711,0,
1244359263671,t=#[rZ;nSP,1342696092615,1342696094,8, Basic ,山口先生は学生をよくほめる。|Prof. Yamaguchi often praises his students.|山口[やまぐち] 先生[せんせい]は 学生[がくせい]をよくほめる。,山口先生は学生をよくほめる。,1019022670,0,
1244359306187,v.e}A3P!6,1342696092615,1342696094,8, Basic ,かおりは一郎をだました。|Kaori deceived Ichiro.|かおりは 一郎[いちろう]をだました。,かおりは一郎をだました。,44304518,0,
1244359342250,lTp%o2mpJ>,1342696092615,1342696094,8, Basic ,僕は本を書いた。|I wrote a book.|僕[ぼく]は 本[ほん]を 書[か]いた。,僕は本を書いた。,3437176626,0,
1244359552718,p;&bk!3{M+,1342696092615,1342696094,8, Basic ,一郎はみどりにスカーフをやった。|Ichiro gave a scarf to Midori.|一郎[いちろう]はみどりにスカーフをやった。,一郎はみどりにスカーフをやった。,646648838,0,
1244359595531,mMRaRhYG%x,1342696092615,1342696094,8, Basic ,私はドアを開けておいた。|I kept the door open.|私[わたし]はドアを 開[あ]けておいた。,私はドアを開けておいた。,2800875996,0,
1244359642968,k@#=tL~=Od,1342696092615,1342696094,8, Basic ,花子は一郎の大学入学を喜んだ。|Hanako was glad that Ichiro entered college.|花子[はなこ]は 一郎[いちろう]の 大学[だいがく] 入学[にゅうがく]を 喜[よろこ]んだ。,花子は一郎の大学入学を喜んだ。,3076561051,0,
1244359686937,"q,8o5,?Z@9",1342696092615,1342696094,8, Basic ,トムはその時公園を歩いていた。|At that time Tom was walking in the park.|トムはその 時[とき] 公園[こうえん]を 歩[ある]いていた。,トムはその時公園を歩いていた。,3771065348,0,
1244359721296,k?g3wjBBXV,1342696092615,1342696094,8, Basic ,東京からは田中さんが来た。|Mr. Tanaka came from Tokyo.|東京[とうきょう]からは 田中[たなか]さんが 来[き]た。,東京からは田中さんが来た。,4154724866,0,
1244359762843,fB:pw]4x$.,1342696092615,1342696094,8, Basic ,"私はミラーさんとも話した。|I talked with Mr. Miller, too.|私[わたし]はミラーさんとも 話[はな]した。",私はミラーさんとも話した。,3344785588,0,
1244359812046,kf?ws8.ZcW,1342696092615,1342696094,8, Basic ,山田は頭が痛いと言った。|Yamada said that he had a headache.|山田[やまだ]は 頭[あたま]が 痛[いた]いと 言[い]った。,山田は頭が痛いと言った。,425168835,0,
1244359846718,c4<3x81{lV,1342696092615,1342696094,8, Basic ,"山田は頭が痛いので学校を休んだ。|Yamada didn't go to school, because he had a headache.|山田[やまだ]は 頭[あたま]が 痛[いた]いので 学校[がっこう]を 休[やす]んだ。",山田は頭が痛いので学校を休んだ。,1880783791,0,
1244359883828,l9@C|hq{P=,1342696092615,1342696094,8, Basic ,山田は外国に行くのが大好きだ。|Yamada loves to go to a foreign country.|山田[やまだ]は 外国[がいこく]に 行[い]くのが 大好[だいす]きだ。,山田は外国に行くのが大好きだ。,37656292,0,
1244359931218,jiC=T9iW5/,1342696092615,1342696094,8, Basic ,山田は空手を習ったことがある。|Yamada has learned karate before.|山田[やまだ]は 空手[からて]を 習[なら]ったことがある。,山田は空手を習ったことがある。,964996761,0,
1244360066718,umqegts$xC,1342696092615,1342696094,8, Basic ,ーどんな辞書が欲しいんですか。<br />ー小さいのが欲しいんです。|ーWhat kind of dictionary do you want?<br />ーI want a small one.|ーどんな 辞書[じしょ]が 欲[ほ]しいんですか。<br />ー 小[ちい]さいのが 欲[ほ]しいんです。,ーどんな辞書が欲しいんですか。ー小さいのが欲しいんです。,3892224838,0,
1244360096984,m0!B-Ebund,1342696092615,1342696094,8, Basic ,鈴木さんは走った。|Mr. Suzuki ran.|鈴木[すずき]さんは 走[はし]った。,鈴木さんは走った。,3864760131,0,
1244360158593,o}rT7.ZUo,1342696092615,1342696094,8, Basic ,日本語を読むのは難しい。|Reading Japanese is difficult.|日本語[にほんご]を 読[よ]むのは 難[むずか]しい。,日本語を読むのは難しい。,3230931671,0,
1244360185859,"sm,nKDeXf#",1342696092615,1342696094,8, Basic ,日本語を読むことは難しい。|Reading Japanese is difficult.|日本語[にほんご]を 読[よ]むことは 難[むずか]しい。,日本語を読むことは難しい。,2877785717,0,
1244360216046,"o%bX|%,Vt)",1342696092615,1342696094,8, Basic ,私はビルにぶたれた。|I was beaten by Bill.|私[わたし]はビルにぶたれた。,私はビルにぶたれた。,1907308497,0,
1244360272281,q(P+nQrvwE,1342696092615,1342696094,8, Basic ,太郎は秋子に泣かれた。|Taro was annoyed by Akiko's crying.|太郎[たろう]は 秋子[あきこ]に 泣[な]かれた。,太郎は秋子に泣かれた。,2669858983,0,
1244360319265,eC%ZOG-LSI,1342696092615,1342696094,8, Basic ,松本さんはよく映画を見る。|Mr. Matsumoto sees movies often.|松本[まつもと]さんはよく 映画[えいが]を 見[み]る。,松本さんはよく映画を見る。,4067083520,0,
1244360368390,mp.hvtG:wd,1342696092615,1342696094,8, Basic ,私の家はスミスさんのより新しい。|My house is newer than Mr Smith's.|私[わたし]の 家[いえ]はスミスさんのより 新[あたら]しい。,私の家はスミスさんのより新しい。,3730616031,0,
1244360404890,q+gi1xQ]R0,1342696092615,1342696094,8, Basic ,ジョンは日本語の学生です。|John is a student of Japanese language.|ジョンは 日本語[にほんご]の 学生[がくせい]です。,ジョンは日本語の学生です。,1692689038,0,
1244360436781,q.lm]&ol5F,1342696092615,1342696094,8, Basic ,ジョンが林檎を食べた。|John ate an apple.|ジョン が 林檎[りんご] を 食べた[たべた] 。,ジョンが林檎を食べた。,221427240,0,
1244360460406,m-*>)pi(ep,1342696092615,1342696094,8, Basic ,メアリーが先生にほめられた。|Mary was praised by her teacher.|メアリーが 先生[せんせい]にほめられた。,メアリーが先生にほめられた。,72264607,0,
1244360488593,h<?{paPz7X,1342696092615,1342696094,8, Basic ,ナンシーはきれいだ。|Nancy is pretty.|ナンシーはきれいだ。,ナンシーはきれいだ。,720701817,0,
1244360508343,d7wb5B]QnP,1342696092615,1342696094,8, Basic ,ドアが開いた。|The door opened.|ドアが 開[あ]いた。,ドアが開いた。,3507009698,0,
1244360539546,joGW`u|#eK,1342696092615,1342696094,8, Basic ,机が一つある。|There is a table.|机[つくえ]が 一[ひと]つある。,机が一つある。,2047209390,0,
1244360560453,k9w?^Cvi>+,1342696092615,1342696094,8, Basic ,空が青い。|The sky is blue.|空[そら]が 青[あお]い。,空が青い。,165051883,0,
1244360694593,hEbr{M)|-T,1342696092615,1342696094,8, Basic ,中山さんは頭が痛かったので学校を休んだ。|Mr. Nakayama was absent from school because he had a headache.|中山[なかやま]さんは 頭[あたま]が 痛[いた]かったので 学校[がっこう]を 休[やす]んだ。,中山さんは頭が痛かったので学校を休んだ。,3841983775,0,
1244360720453,frnnlHTNwQ,1342696092615,1342696094,8, Basic ,私は車がある。|I have a car.|私[わたし]は 車[くるま]がある。,私は車がある。,180043444,0,
1244360745984,ka^!kS!@GO,1342696092615,1342696094,8, Basic ,僕はお金がいる。|I need money.|僕[ぼく]はお 金[かね]がいる。,僕はお金がいる。,3620783015,0,
1244360782187,t3S[Yzex:n,1342696092615,1342696094,8, Basic ,スミスさんは中国語が分かる。|Mr. Smith understands Chinese.|スミスさんは 中国語[ちゅうごくご]が 分[わ]かる。,スミスさんは中国語が分かる。,449867435,0,
1244360820921,i>]@Ii7/D_,1342696092615,1342696094,8, Basic ,私はフランス語が少し出来る。|I can speak French a little.|私[わたし]は フランス 語[ご]が 少[すこ]し 出来[でき]る。,私はフランス語が少し出来る。,3301762657,0,
1244360870859,f;E%rEe.I2,1342696092615,1342696094,8, Basic ,木下さんは東京でお父さんに会った。|Mr. Kinoshita met his father in Tokyo.|木下[きのした]さんは 東京[とうきょう]でお 父[とう]さんに 会[あ]った。,木下さんは東京でお父さんに会った。,3593748902,0,
1244360918421,uz}04~]H!f,1342696092615,1342696094,8, Basic ,私にはベルが聞こえなかった。|I wasn't able to hear the bell.|私[わたし]にはベルが 聞[き]こえなかった。,私にはベルが聞こえなかった。,2190889618,0,
1244360976000,ogUrIiNcu-,1342696092615,1342696094,8, Basic ,ここからは富士さんが見えますよ。|We can see Mt. Fuji from here.|ここからは 富士[ふじ]さんが 見[み]えますよ。,ここからは富士さんが見えますよ。,40239698,0,
1244361026421,cYDNA4Q3_w,1342696092615,1342696094,8, Basic ,私たちは新幹線に乗りました。|We rode a bullet train.|私[わたし]たちは 新幹線[しんかんせん]に 乗[の]りました。,私たちは新幹線に乗りました。,4228521662,0,
1244361077812,vzo27_u$D(,1342696092615,1342696094,8, Basic ,私は母に似ているらしい。|It seems that I resemble my mother.|私[わたし]は 母[はは]に 似[に]ているらしい。,私は母に似ているらしい。,635014875,0,
1244361100140,k0%srd{d1N,1342696092615,1342696094,8, Basic ,僕が行こう。|I will go.|僕[ぼく]が 行[い]こう。,僕が行こう。,729255154,0,
1244361122718,np!nwu9U_C,1342696092615,1342696094,8, Basic ,僕が行きましょう。|I will go.|僕[ぼく]が 行[い]きましょう。,僕が行きましょう。,448135710,0,
1244361143250,gMyCoY3H~V,1342696092615,1342696094,8, Basic ,誰が来ましたか。|Who came here?|誰[だれ]が 来[き]ましたか。,誰が来ましたか。,2672817871,0,
1244361168250,krSm<*8p7},1342696092615,1342696094,8, Basic ,何を食べますか。|What will you eat?|何[なに]を 食[た]べますか。,何を食べますか。,189016493,0,
1244361205171,"u7+`,HY-27",1342696092615,1342696094,8, Basic ,どこに行きますか。|Where are you going?|どこに 行[い]きますか。,どこに行きますか。,4031672406,0,
1244361256234,q+iY9MzQ1n,1342696092615,1342696094,8, Basic ,いつ大阪へ帰りますか。|When are you going back to Osaka?|いつ 大阪[おおさか]へ 帰[かえ]りますか。,いつ大阪へ帰りますか。,866032655,0,
1244361296500,k&$$;tl1j?,1342696092615,1342696094,8, Basic ,どうして買わないんですか。|How come you don't buy it?|どうして 買[か]わないんですか。,どうして買わないんですか。,799266044,0,
1244361362359,oiZ_{5^Cd:,1342696092615,1342696094,8, Basic ,東京駅へはどう行きますか。|How can I get to Tokyo Station?|東京[とうきょう] 駅[えき]へはどう 行[い]きますか。,東京駅へはどう行きますか。,1289177026,0,
1244361490781,sTI1#saWTP,1342696092615,1342696094,8, Basic ,昨日のパーティーには誰が来ましたか。|Who came to yesterday's party?|昨日[きのう]のパーティーには 誰[だれ]が 来[き]ましたか。,昨日のパーティーには誰が来ましたか。,2106356143,0,
1244361530281,"o+50*yp+,T",1342696092615,1342696094,8, Basic ,誰が昨日のパーティーに来ましたか。|Who came to yesterday's party?|誰[だれ]が 昨日[きのう]のパーティーに 来[き]ましたか。,誰が昨日のパーティーに来ましたか。,1214880767,0,
1244361566031,e&J*y:;)x:,1342696092615,1342696094,8, Basic ,日本では何をしましたか。|What did you do in Japan?|日本[にほん]では 何[なに]をしましたか。,日本では何をしましたか。,3457466139,0,
1244361589109,"uoO<},}<jF",1342696092615,1342696094,8, Basic ,何を日本でしました。|What did you do in Japan?|何[なに]を 日本[にほん]でしました。,何を日本でしました。,27601759,0,
1244361654125,bNg0F8m&<>,1342696092615,1342696094,8, Basic ,"ー上田さんは来ましたか。<br />ーはい、来ました。|ーDid Mr. Ueda come?<br />ーYes, he did.|ー 上田[うえだ]さんは 来[き]ましたか。<br />ーはい、 来[き]ました。",ー上田さんは来ましたか。ーはい、来ました。,1109327537,0,
1244361720265,rCQ]:P{^Wq,1342696092615,1342696094,8, Basic ,"ー鈴木さんは学生ですか。<br />ーいいえ、そうじゃありません。|ーIs Mr. Suzuki a student?<br />ーNo, he isn't.|ー 鈴木[すずき]さんは 学生[がくせい]ですか。<br />ーいいえ、そうじゃありません。",ー鈴木さんは学生ですか。ーいいえ、そうじゃありません。,2631836149,0,
1244366743296,tM^%}IZyE3,1342696092615,1342696094,8, Basic ,スミスさんは日本で日本語を勉強している。|Mr. Smith is studying Japanese in Japan.|スミスさんは 日本[にほん]で 日本語[にほんご]を 勉強[べんきょう]している。,スミスさんは日本で日本語を勉強している。,1538678717,0,
1244366775468,p7CqL`SxYL,1342696092615,1342696094,8, Basic ,田中さんは学生だ。|Mr. Tanaka is a student.|田中[たなか]さんは 学生[がくせい]だ。,田中さんは学生だ。,722469649,0,
1244366821859,sI@3}q>JNi,1342696092615,1342696094,8, Basic ,田中さんが学生です。|It is Mr. Tanaka who is a student.|田中[たなか]さんが 学生[がくせい]です。,田中さんが学生です。,4134500882,0,
1244366846390,l|w#_py&gJ,1342696092615,1342696094,8, Basic ,山川さんは若い。|Mr. Yamakawa is young.|山川[やまかわ]さんは 若[わか]い。,山川さんは若い。,1066689109,0,
1244366874750,sOoBuFv|[j,1342696092615,1342696094,8, Basic ,山川さんは元気です。|Mr. Yamakawa is healthy.|山川[やまかわ]さんは 元気[げんき]です。,山川さんは元気です。,2055391130,0,
1244366926578,ex1c+u?b_Y,1342696092615,1342696094,8, Basic ,本田さんはテニスが上手だ。|Mr. Honda is good at tennis.|本田[ほんだ]さんはテニスが 上手[じょうず]だ。,本田さんはテニスが上手だ。,2421863921,0,
1244366985312,u*kITas]>~,1342696092615,1342696094,8, Basic ,象は鼻が長いです。|An elephant has a long trunk.|象[ぞう]は 鼻[はな]が 長[なが]いです。,象は鼻が長いです。,29035570,0,
1244367023500,q!RV1D[?gF,1342696092615,1342696094,8, Basic ,スミスさんは学校に行く。|Mr. Smith goes to school.|スミスさんは 学校[がっこう]に 行[い]く。,スミスさんは学校に行く。,2052852808,0,
1244367171421,f$oa>{Wv!I,1342696092615,1342696094,8, Basic ,この町は大学が二つあります。|In this town there are two universities.|この 町[まち]は 大学[だいがく]が 二[ふた]つあります。,この町は大学が二つあります。,468777605,0,
1244367326546,q;t1W^qoht,1342696092615,1342696094,8, Basic ,"大学はこの町に二つある。|Speaking of universities, there are two of them in this town.|大学[だいがく]はこの 町[まち]に 二[ふた]つある。",大学はこの町に二つある。,3017005989,0,
1244367371968,s9a{dY2zla,1342696092615,1342696094,8, Basic ,花子は学生です。|Hanako is a student.|花子[はなこ]は 学生[がくせい]です。,花子は学生です。,972833469,0,
1244368242734,u!!NEdM7q5,1342696092615,1342696094,8, Basic ,"[Ojiisan was mentionned previously.]<br />昔々一人のおじいさんが住んでいました。おじいさんはとても貧乏でした。|Once upon a time, there lived an old man. The old man was very poor.|[ Ojiisan was mentionned previously.]<br /> 昔々[むかしむかし]、 一人[ひとり]のおじいさんが 住[す]んでいました。おじいさんはとても 貧乏[びんぼう]でした。",[Ojiisan was mentionned previously.]昔々一人のおじいさんが住んでいました。おじいさんはとても貧乏でした。,942102660,0,
1244368289468,hUTB!:Iu~Y,1342696092615,1342696094,8, Basic ,これは私のペンです。|This is my pen.|これは 私[わたし]のペンです。,これは私のペンです。,3042880748,0,
1244368314828,vPi5gL.OBQ,1342696092615,1342696094,8, Basic ,鈴木さんは日本人です。|Mr. Suzuki is Japanese.|鈴木[すずき]さんは 日本人[にほんじん]です。,鈴木さんは日本人です。,368590453,0,
1244368345859,sOo@N-FcwF,1342696092615,1342696094,8, Basic ,鯨は哺乳動物です。|Whales are mammals.|鯨[くじら]は 哺乳[ほにゅう] 動物[どうぶつ]です。,鯨は哺乳動物です。,2889178308,0,
1244368381015,};SDC&`do,1342696092615,1342696094,8, Basic ,スミスさんは日本へ行きました。|Mr. Smith went to Japan.|スミスさんは 日本[にほん]へ 行[い]きました。,スミスさんは日本へ行きました。,374781019,0,
1244368402828,caKO[U[!=#,1342696092615,1342696094,8, Basic ,その映画はもう見ました。|I already saw the movie.|その 映画[えいが]はもう 見[み]ました。,その映画はもう見ました。,3806209277,0,
1244368475109,vagP!/7l6/,1342696092615,1342696094,8, Basic ,日本へはまだ行ったことがない。|I haven't been to Japan yet.|日本[にほん]へはまだ 行[い]ったことがない。,日本へはまだ行ったことがない。,2041603454,0,
1244368501703,"r_R$;2lou,",1342696092615,1342696094,8, Basic ,日本はまだ行ったことがない。|I haven't been to Japan yet.|日本[にほん]はまだ 行[い]ったことがない。,日本はまだ行ったことがない。,87800618,0,
1244368571921,",u-Sb4<F.",1342696092615,1342696094,8, Basic ,日本にはまだ行ったことがない。|I haven't been to Japan yet.|日本[にほん]にはまだ 行[い]ったことがない。,日本にはまだ行ったことがない。,3328963808,0,
1244368626031,t`4<1lf&#),1342696092615,1342696094,8, Basic ,"まり子には本を上げた。|To Mariko, I gave a book.|まり 子[こ]には 本[ほん]を 上[あ]げた。",まり子には本を上げた。,3708437780,0,
1244368749968,f5BtsPYl(U,1342696092615,1342696094,8, Basic ,"アメリカからはスミスさんが来た。|As for America, Mr. Smith came (from there).|アメリカからはスミスさんが 来[き]た。",アメリカからはスミスさんが来た。,1136014750,0,
1244368948796,dsCZ1kTmz5,1342696092615,1342696094,8, Basic ,"太郎はまだアメリカに行ったことがない。いつも行きたいと思っているがお金がないから行けない。お父さんは働いてお金をためなさいと言う。でも太郎はお父さんにお金を出して欲しいのだ。|Taro has not been to America yet.　He always thinks he wants to go, but since he has no money, he cannot go.　His father tells him to work and save money.　But Taro wants his father to give him money.|太郎[たろう]はまだアメリカに 行[い]ったことがない。いつも 行[い]きたいと 思[おも]っているがお 金[かね]がないから 行[い]けない。お 父[とう]さんは 働[はたら]いてお 金[かね]をためなさいと 言[い]う。でも 太郎[たろう]はお 父[とう]さんにお 金[かね]を 出[だ]して 欲[ほ]しいのだ。",太郎はまだアメリカに行ったことがない。いつも行きたいと思っているがお金がないから行けない。お父さんは働いてお金をためなさいと言う。でも太郎はお父さんにお金を出して欲しいのだ。,850642088,0,
1244369580140,p-0Cj47?kU,1342696092615,1342696094,8, Basic ,ー太郎はその店で何を買いましたか。<br />ーペンを買いました。|ーWhat did Taro buy at the store?<br />ーHe bought a pen.|ー 太郎[たろう]はその 店[みせ]で 何[なに]を 買[か]いましたか。<br />ーペンを 買[か]いました。,ー太郎はその店で何を買いましたか。ーペンを買いました。,3835987962,0,
1244369703812,jOxh:i%B@^,1342696092615,1342696094,8, Basic ,"ー田中さんは迎えに来てくれましたか。<br />ーはい、来てくれました。|ーDid Mr. Tanaka come to pick you up?<br />ーYes, he did.|ー 田中[たなか]さんは 迎[むか]えに 来[き]てくれましたか。<br />ーはい、 来[き]てくれました。",ー田中さんは迎えに来てくれましたか。ーはい、来てくれました。,2843815997,0,
1244369814375,m3&d2n.]Ts,1342696092615,1342696094,8, Basic ,"ーあなたはアメリカにいた時、学生でしたか。<br />ーはい、そうでした。|ーWere you a student when you were in America?<br />ーYes, I was.|ーあなたはアメリカにいた 時[とき]、 学生[がくせい]でしたか。<br />ーはい、そうでした。",ーあなたはアメリカにいた時、学生でしたか。ーはい、そうでした。,841369089,0,
1244369926890,vE=|N.oVQ#,1342696092615,1342696094,8, Basic ,"－行きますか。<br />－はい、行きます。|－Are you going?<br />－Yes, I am.|行[い]きますか。<br />はい、 行[い]きます。",－行きますか。－はい、行きます。,499319540,0,
1244370001875,mJn#=6U%8i,1342696092615,1342696094,8, Basic ,"－私達は行きましょうか。<br />－いや、私達はよしましょう。|－Shall we go?<br />－No, let's not.|私[わたし] 達[たち]は 行[い]きましょうか。<br />いや、 私[わたし] 達[たち]はよしましょう。",－私達は行きましょうか。－いや、私達はよしましょう。,2212833314,0,
1244370088468,l>]q%q[vTt,1342696092615,1342696094,8, Basic ,－これは何ですか。<br />－それは花子からのプレゼントです。|－What is this?<br />－This is a present from Hanako.|これは 何[なん]ですか。<br />それは 花[はな] 子[こ]からのプレゼントです。,－これは何ですか。－それは花子からのプレゼントです。,2629375504,0,
1244370153031,k*G~Lur:/x,1342696092615,1342696094,8, Basic ,私山田と申します。|I am Yamada.|私[わたくし] 山田[やまだ]と 申[もう]します。,私山田と申します。,1847416483,0,
1244370229593,fVRn;(@#F},1342696092615,1342696094,8, Basic ,君は今何年生ですか。|What year in school are you in now?|君[きみ]は 今[いま] 何[なん] 年生[ねんせい]ですか。,君は今何年生ですか。,3068320261,0,
1244370303031,lT/~_R/?dO,1342696092615,1342696094,8, Basic ,この本は面白いよ。|This book is interesting.|この 本[ほん]は 面白[おもしろ]いよ。,この本は面白いよ。,2758322461,0,
1244370356828,f9V2#h+]Rs,1342696092615,1342696094,8, Basic ,あの人誰ですか。|Who is that person?<br />|あの 人[ひと] 誰[だれ]ですか。,あの人誰ですか。,601749851,0,
1244370384468,tbi&f.>aFy,1342696092615,1342696094,8, Basic ,"あ、電車来た。|Oh, here comes the train.|あ、 電車[でんしゃ] 来[き]た。",あ、電車来た。,3678968787,0,
1244370439500,mDpuHbTt|M,1342696092615,1342696094,8, Basic ,"皆さん、お食事が出来ました。|Folks, the meal is ready now.|皆[みな]さん、お 食事[しょくじ]が 出来[でき]ました。",皆さん、お食事が出来ました。,2827763484,0,
1244370490734,kH1#q{u`Ic,1342696092615,1342696094,8, Basic ,今日田中さんから君に電話があったよ。|There was a phone call for you today from Mr. Tanaka.|今日[きょう] 田中[たなか]さんから 君[きみ]に 電話[でんわ]があったよ。,今日田中さんから君に電話があったよ。,1413039715,0,
1244370588906,h}jV#dsKa~,1342696092615,1342696094,8, Basic ,"もしもし、靴の紐がほどけてますよ。|Excuse me, your shoelace is untied.|もしもし、 靴[くつ]の 紐[ひも]がほどけてますよ。",もしもし、靴の紐がほどけてますよ。,2280574781,0,
1244370718515,sJuf!8Q}2F,1342696092615,1342696094,8, Basic ,"－コーヒー飲みませんか。<br />－じゃ、それもらいます。|－Wouldn't you like coffee?<br />－Then, I'll take it.|コーヒー 飲[の]みませんか。<br />じゃ、それもらいます。",－コーヒー飲みませんか。－じゃ、それもらいます。,3121470121,0,
1244370750578,piV_8#-l96,1342696092615,1342696094,8, Basic ,今晩電話を下さい。|Please give me a call tonight.|今晩[こんばん] 電話[でんわ]を 下[くだ]さい。,今晩電話を下さい。,2464220259,0,
1244370898656,nXdFEY[uRX,1342696092615,1342696094,8, Basic ,"－きのうパーティにこなかったね。<br />－うん、ちょっと忙しかったから。|－You didn't come to the party yesterday.<br />－Yeah,　(I couldn't come) because I was busy.|ーきのうパーティにこなかったね。<br />ーうん、ちょっと 忙[いそが]しかったから。",－きのうパーティにこなかったね。－うん、ちょっと忙しかったから。,3352373737,0,
1244370946187,f%)9m`b$L_,1342696092615,1342696094,8, Basic ,田中先生に聞いたらどうですか。|Why don't you ask Prof. Tanaka?|田中[たなか] 先生[せんせい]に 聞[き]いたらどうですか。,田中先生に聞いたらどうですか。,267019234,0,
1244370991906,rIb+3ku^FK,1342696092615,1342696094,8, Basic ,"お茶がはいりましたけどいかがですか。|Tea is ready now, but how would you like it?|お 茶[ちゃ]がはいりましたけどいかがですか。",お茶がはいりましたけどいかがですか。,3918891074,0,
